,Month,Month Code,County,County Code,Deaths,latitude,longitude
1720,"Jul., 2015",2015/07,"Allegheny County, PA",42003,10,40.4597204,-79.9760405
1769,"Sep., 2015",2015/09,"Allegheny County, PA",42003,17,40.4597204,-79.9760405
1839,"Dec., 2015",2015/12,"Allegheny County, PA",42003,14,40.4597204,-79.9760405
1887,"Mar., 2016",2016/03,"Allegheny County, PA",42003,12,40.4597204,-79.9760405
1930,"May, 2016",2016/05,"Allegheny County, PA",42003,11,40.4597204,-79.9760405
2015,"Aug., 2016",2016/08,"Allegheny County, PA",42003,11,40.4597204,-79.9760405
2029,"Sep., 2016",2016/09,"Allen County, IN",18003,10,41.0975573,-85.0562084
10,"Jan., 2007",2007/01,"Baltimore city, MD",24510,19,39.2559916,-76.634341
29,"Feb., 2007",2007/02,"Baltimore city, MD",24510,14,39.2559916,-76.634341
45,"Mar., 2007",2007/03,"Baltimore city, MD",24510,23,39.2559916,-76.634341
62,"Apr., 2007",2007/04,"Baltimore city, MD",24510,17,39.2559916,-76.634341
82,"May, 2007",2007/05,"Baltimore city, MD",24510,27,39.2559916,-76.634341
104,"Jun., 2007",2007/06,"Baltimore city, MD",24510,25,39.2559916,-76.634341
127,"Jul., 2007",2007/07,"Baltimore city, MD",24510,19,39.2559916,-76.634341
152,"Aug., 2007",2007/08,"Baltimore city, MD",24510,28,39.2559916,-76.634341
172,"Sep., 2007",2007/09,"Baltimore city, MD",24510,15,39.2559916,-76.634341
191,"Oct., 2007",2007/10,"Baltimore city, MD",24510,16,39.2559916,-76.634341
215,"Nov., 2007",2007/11,"Baltimore city, MD",24510,12,39.2559916,-76.634341
233,"Dec., 2007",2007/12,"Baltimore city, MD",24510,10,39.2559916,-76.634341
252,"Jan., 2008",2008/01,"Baltimore city, MD",24510,14,39.2559916,-76.634341
282,"Mar., 2008",2008/03,"Baltimore city, MD",24510,15,39.2559916,-76.634341
321,"May, 2008",2008/05,"Baltimore city, MD",24510,16,39.2559916,-76.634341
342,"Jun., 2008",2008/06,"Baltimore city, MD",24510,20,39.2559916,-76.634341
363,"Jul., 2008",2008/07,"Baltimore city, MD",24510,13,39.2559916,-76.634341
382,"Aug., 2008",2008/08,"Baltimore city, MD",24510,16,39.2559916,-76.634341
401,"Sep., 2008",2008/09,"Baltimore city, MD",24510,12,39.2559916,-76.634341
426,"Oct., 2008",2008/10,"Baltimore city, MD",24510,19,39.2559916,-76.634341
444,"Nov., 2008",2008/11,"Baltimore city, MD",24510,20,39.2559916,-76.634341
463,"Dec., 2008",2008/12,"Baltimore city, MD",24510,17,39.2559916,-76.634341
475,"Jan., 2009",2009/01,"Baltimore city, MD",24510,19,39.2559916,-76.634341
500,"Mar., 2009",2009/03,"Baltimore city, MD",24510,16,39.2559916,-76.634341
515,"Apr., 2009",2009/04,"Baltimore city, MD",24510,13,39.2559916,-76.634341
534,"May, 2009",2009/05,"Baltimore city, MD",24510,16,39.2559916,-76.634341
551,"Jun., 2009",2009/06,"Baltimore city, MD",24510,11,39.2559916,-76.634341
570,"Jul., 2009",2009/07,"Baltimore city, MD",24510,13,39.2559916,-76.634341
588,"Aug., 2009",2009/08,"Baltimore city, MD",24510,11,39.2559916,-76.634341
603,"Sep., 2009",2009/09,"Baltimore city, MD",24510,18,39.2559916,-76.634341
618,"Oct., 2009",2009/10,"Baltimore city, MD",24510,13,39.2559916,-76.634341
632,"Nov., 2009",2009/11,"Baltimore city, MD",24510,18,39.2559916,-76.634341
647,"Dec., 2009",2009/12,"Baltimore city, MD",24510,14,39.2559916,-76.634341
685,"Mar., 2010",2010/03,"Baltimore city, MD",24510,16,39.2559916,-76.634341
702,"Apr., 2010",2010/04,"Baltimore city, MD",24510,12,39.2559916,-76.634341
720,"May, 2010",2010/05,"Baltimore city, MD",24510,14,39.2559916,-76.634341
735,"Jun., 2010",2010/06,"Baltimore city, MD",24510,15,39.2559916,-76.634341
747,"Jul., 2010",2010/07,"Baltimore city, MD",24510,15,39.2559916,-76.634341
768,"Aug., 2010",2010/08,"Baltimore city, MD",24510,12,39.2559916,-76.634341
787,"Sep., 2010",2010/09,"Baltimore city, MD",24510,10,39.2559916,-76.634341
802,"Oct., 2010",2010/10,"Baltimore city, MD",24510,16,39.2559916,-76.634341
815,"Nov., 2010",2010/11,"Baltimore city, MD",24510,10,39.2559916,-76.634341
832,"Dec., 2010",2010/12,"Baltimore city, MD",24510,17,39.2559916,-76.634341
848,"Jan., 2011",2011/01,"Baltimore city, MD",24510,14,39.2559916,-76.634341
885,"Apr., 2011",2011/04,"Baltimore city, MD",24510,18,39.2559916,-76.634341
900,"May, 2011",2011/05,"Baltimore city, MD",24510,12,39.2559916,-76.634341
916,"Jun., 2011",2011/06,"Baltimore city, MD",24510,12,39.2559916,-76.634341
932,"Jul., 2011",2011/07,"Baltimore city, MD",24510,20,39.2559916,-76.634341
967,"Sep., 2011",2011/09,"Baltimore city, MD",24510,11,39.2559916,-76.634341
986,"Oct., 2011",2011/10,"Baltimore city, MD",24510,13,39.2559916,-76.634341
1000,"Nov., 2011",2011/11,"Baltimore city, MD",24510,11,39.2559916,-76.634341
1038,"Feb., 2012",2012/02,"Baltimore city, MD",24510,10,39.2559916,-76.634341
1054,"Mar., 2012",2012/03,"Baltimore city, MD",24510,18,39.2559916,-76.634341
1065,"Apr., 2012",2012/04,"Baltimore city, MD",24510,15,39.2559916,-76.634341
1084,"May, 2012",2012/05,"Baltimore city, MD",24510,19,39.2559916,-76.634341
1103,"Jun., 2012",2012/06,"Baltimore city, MD",24510,11,39.2559916,-76.634341
1118,"Jul., 2012",2012/07,"Baltimore city, MD",24510,16,39.2559916,-76.634341
1138,"Aug., 2012",2012/08,"Baltimore city, MD",24510,16,39.2559916,-76.634341
1159,"Sep., 2012",2012/09,"Baltimore city, MD",24510,19,39.2559916,-76.634341
1175,"Oct., 2012",2012/10,"Baltimore city, MD",24510,14,39.2559916,-76.634341
1191,"Nov., 2012",2012/11,"Baltimore city, MD",24510,13,39.2559916,-76.634341
1208,"Dec., 2012",2012/12,"Baltimore city, MD",24510,10,39.2559916,-76.634341
1221,"Jan., 2013",2013/01,"Baltimore city, MD",24510,11,39.2559916,-76.634341
1236,"Feb., 2013",2013/02,"Baltimore city, MD",24510,12,39.2559916,-76.634341
1251,"Mar., 2013",2013/03,"Baltimore city, MD",24510,14,39.2559916,-76.634341
1264,"Apr., 2013",2013/04,"Baltimore city, MD",24510,16,39.2559916,-76.634341
1280,"May, 2013",2013/05,"Baltimore city, MD",24510,16,39.2559916,-76.634341
1294,"Jun., 2013",2013/06,"Baltimore city, MD",24510,22,39.2559916,-76.634341
1313,"Jul., 2013",2013/07,"Baltimore city, MD",24510,15,39.2559916,-76.634341
1332,"Aug., 2013",2013/08,"Baltimore city, MD",24510,10,39.2559916,-76.634341
1348,"Sep., 2013",2013/09,"Baltimore city, MD",24510,15,39.2559916,-76.634341
1366,"Oct., 2013",2013/10,"Baltimore city, MD",24510,15,39.2559916,-76.634341
1382,"Nov., 2013",2013/11,"Baltimore city, MD",24510,18,39.2559916,-76.634341
1399,"Dec., 2013",2013/12,"Baltimore city, MD",24510,14,39.2559916,-76.634341
1414,"Jan., 2014",2014/01,"Baltimore city, MD",24510,20,39.2559916,-76.634341
1464,"May, 2014",2014/05,"Baltimore city, MD",24510,15,39.2559916,-76.634341
1484,"Jun., 2014",2014/06,"Baltimore city, MD",24510,12,39.2559916,-76.634341
1499,"Jul., 2014",2014/07,"Baltimore city, MD",24510,15,39.2559916,-76.634341
1513,"Aug., 2014",2014/08,"Baltimore city, MD",24510,17,39.2559916,-76.634341
1529,"Sep., 2014",2014/09,"Baltimore city, MD",24510,13,39.2559916,-76.634341
1545,"Oct., 2014",2014/10,"Baltimore city, MD",24510,11,39.2559916,-76.634341
1577,"Dec., 2014",2014/12,"Baltimore city, MD",24510,11,39.2559916,-76.634341
1595,"Jan., 2015",2015/01,"Baltimore city, MD",24510,22,39.2559916,-76.634341
1628,"Mar., 2015",2015/03,"Baltimore city, MD",24510,11,39.2559916,-76.634341
1642,"Apr., 2015",2015/04,"Baltimore city, MD",24510,14,39.2559916,-76.634341
1660,"May, 2015",2015/05,"Baltimore city, MD",24510,38,39.2559916,-76.634341
1685,"Jun., 2015",2015/06,"Baltimore city, MD",24510,19,39.2559916,-76.634341
1710,"Jul., 2015",2015/07,"Baltimore city, MD",24510,35,39.2559916,-76.634341
1738,"Aug., 2015",2015/08,"Baltimore city, MD",24510,28,39.2559916,-76.634341
1759,"Sep., 2015",2015/09,"Baltimore city, MD",24510,20,39.2559916,-76.634341
1788,"Oct., 2015",2015/10,"Baltimore city, MD",24510,24,39.2559916,-76.634341
1813,"Nov., 2015",2015/11,"Baltimore city, MD",24510,24,39.2559916,-76.634341
1832,"Dec., 2015",2015/12,"Baltimore city, MD",24510,20,39.2559916,-76.634341
1852,"Jan., 2016",2016/01,"Baltimore city, MD",24510,12,39.2559916,-76.634341
1867,"Feb., 2016",2016/02,"Baltimore city, MD",24510,22,39.2559916,-76.634341
1884,"Mar., 2016",2016/03,"Baltimore city, MD",24510,16,39.2559916,-76.634341
1903,"Apr., 2016",2016/04,"Baltimore city, MD",24510,23,39.2559916,-76.634341
1924,"May, 2016",2016/05,"Baltimore city, MD",24510,17,39.2559916,-76.634341
1950,"Jun., 2016",2016/06,"Baltimore city, MD",24510,23,39.2559916,-76.634341
1977,"Jul., 2016",2016/07,"Baltimore city, MD",24510,26,39.2559916,-76.634341
2004,"Aug., 2016",2016/08,"Baltimore city, MD",24510,15,39.2559916,-76.634341
2032,"Sep., 2016",2016/09,"Baltimore city, MD",24510,15,39.2559916,-76.634341
2057,"Oct., 2016",2016/10,"Baltimore city, MD",24510,20,39.2559916,-76.634341
2085,"Nov., 2016",2016/11,"Baltimore city, MD",24510,25,39.2559916,-76.634341
2110,"Dec., 2016",2016/12,"Baltimore city, MD",24510,24,39.2559916,-76.634341
1709,"Jul., 2015",2015/07,"Baltimore County, MD",24005,12,39.4445243,-76.6483482
1927,"May, 2016",2016/05,"Bernalillo County, NM",35001,10,35.0349239,-106.6870693
17,"Jan., 2007",2007/01,"Bexar County, TX",48029,12,29.4263987,-98.5104781
134,"Jul., 2007",2007/07,"Bexar County, TX",48029,10,29.4263987,-98.5104781
158,"Aug., 2007",2007/08,"Bexar County, TX",48029,10,29.4263987,-98.5104781
178,"Sep., 2007",2007/09,"Bexar County, TX",48029,10,29.4263987,-98.5104781
327,"May, 2008",2008/05,"Bexar County, TX",48029,12,29.4263987,-98.5104781
349,"Jun., 2008",2008/06,"Bexar County, TX",48029,11,29.4263987,-98.5104781
370,"Jul., 2008",2008/07,"Bexar County, TX",48029,10,29.4263987,-98.5104781
409,"Sep., 2008",2008/09,"Bexar County, TX",48029,15,29.4263987,-98.5104781
432,"Oct., 2008",2008/10,"Bexar County, TX",48029,16,29.4263987,-98.5104781
821,"Nov., 2010",2010/11,"Bexar County, TX",48029,13,29.4263987,-98.5104781
1014,"Dec., 2011",2011/12,"Bexar County, TX",48029,10,29.4263987,-98.5104781
1032,"Jan., 2012",2012/01,"Bexar County, TX",48029,11,29.4263987,-98.5104781
1042,"Feb., 2012",2012/02,"Bexar County, TX",48029,13,29.4263987,-98.5104781
1057,"Mar., 2012",2012/03,"Bexar County, TX",48029,10,29.4263987,-98.5104781
1072,"Apr., 2012",2012/04,"Bexar County, TX",48029,11,29.4263987,-98.5104781
1129,"Jul., 2012",2012/07,"Bexar County, TX",48029,10,29.4263987,-98.5104781
1319,"Jul., 2013",2013/07,"Bexar County, TX",48029,10,29.4263987,-98.5104781
1339,"Aug., 2013",2013/08,"Bexar County, TX",48029,10,29.4263987,-98.5104781
1389,"Nov., 2013",2013/11,"Bexar County, TX",48029,11,29.4263987,-98.5104781
1472,"May, 2014",2014/05,"Bexar County, TX",48029,10,29.4263987,-98.5104781
1517,"Aug., 2014",2014/08,"Bexar County, TX",48029,15,29.4263987,-98.5104781
1566,"Nov., 2014",2014/11,"Bexar County, TX",48029,12,29.4263987,-98.5104781
1584,"Dec., 2014",2014/12,"Bexar County, TX",48029,13,29.4263987,-98.5104781
1603,"Jan., 2015",2015/01,"Bexar County, TX",48029,13,29.4263987,-98.5104781
1668,"May, 2015",2015/05,"Bexar County, TX",48029,11,29.4263987,-98.5104781
1693,"Jun., 2015",2015/06,"Bexar County, TX",48029,13,29.4263987,-98.5104781
1772,"Sep., 2015",2015/09,"Bexar County, TX",48029,13,29.4263987,-98.5104781
1872,"Feb., 2016",2016/02,"Bexar County, TX",48029,13,29.4263987,-98.5104781
1890,"Mar., 2016",2016/03,"Bexar County, TX",48029,14,29.4263987,-98.5104781
1909,"Apr., 2016",2016/04,"Bexar County, TX",48029,13,29.4263987,-98.5104781
1933,"May, 2016",2016/05,"Bexar County, TX",48029,12,29.4263987,-98.5104781
1960,"Jun., 2016",2016/06,"Bexar County, TX",48029,16,29.4263987,-98.5104781
2018,"Aug., 2016",2016/08,"Bexar County, TX",48029,16,29.4263987,-98.5104781
2067,"Oct., 2016",2016/10,"Bexar County, TX",48029,12,29.4263987,-98.5104781
2094,"Nov., 2016",2016/11,"Bexar County, TX",48029,12,29.4263987,-98.5104781
2119,"Dec., 2016",2016/12,"Bexar County, TX",48029,12,29.4263987,-98.5104781
85,"May, 2007",2007/05,"Bronx County, NY",36005,11,40.85703325,-73.83669616
155,"Aug., 2007",2007/08,"Bronx County, NY",36005,12,40.85703325,-73.83669616
194,"Oct., 2007",2007/10,"Bronx County, NY",36005,10,40.85703325,-73.83669616
325,"May, 2008",2008/05,"Bronx County, NY",36005,10,40.85703325,-73.83669616
386,"Aug., 2008",2008/08,"Bronx County, NY",36005,12,40.85703325,-73.83669616
590,"Aug., 2009",2009/08,"Bronx County, NY",36005,12,40.85703325,-73.83669616
650,"Dec., 2009",2009/12,"Bronx County, NY",36005,11,40.85703325,-73.83669616
752,"Jul., 2010",2010/07,"Bronx County, NY",36005,19,40.85703325,-73.83669616
887,"Apr., 2011",2011/04,"Bronx County, NY",36005,15,40.85703325,-73.83669616
953,"Aug., 2011",2011/08,"Bronx County, NY",36005,11,40.85703325,-73.83669616
972,"Sep., 2011",2011/09,"Bronx County, NY",36005,11,40.85703325,-73.83669616
988,"Oct., 2011",2011/10,"Bronx County, NY",36005,10,40.85703325,-73.83669616
1012,"Dec., 2011",2011/12,"Bronx County, NY",36005,10,40.85703325,-73.83669616
1123,"Jul., 2012",2012/07,"Bronx County, NY",36005,13,40.85703325,-73.83669616
1162,"Sep., 2012",2012/09,"Bronx County, NY",36005,13,40.85703325,-73.83669616
517,"Apr., 2009",2009/04,"Broome County, NY",36007,11,42.1455623,-75.8404114
40,"Mar., 2007",2007/03,"Broward County, FL",12011,13,26.1598074,-80.4623642
98,"Jun., 2007",2007/06,"Broward County, FL",12011,11,26.1598074,-80.4623642
206,"Nov., 2007",2007/11,"Broward County, FL",12011,12,26.1598074,-80.4623642
263,"Feb., 2008",2008/02,"Broward County, FL",12011,10,26.1598074,-80.4623642
439,"Nov., 2008",2008/11,"Broward County, FL",12011,11,26.1598074,-80.4623642
842,"Jan., 2011",2011/01,"Broward County, FL",12011,10,26.1598074,-80.4623642
1021,"Jan., 2012",2012/01,"Broward County, FL",12011,10,26.1598074,-80.4623642
1326,"Aug., 2013",2013/08,"Broward County, FL",12011,10,26.1598074,-80.4623642
1395,"Dec., 2013",2013/12,"Broward County, FL",12011,12,26.1598074,-80.4623642
1732,"Aug., 2015",2015/08,"Broward County, FL",12011,10,26.1598074,-80.4623642
1805,"Nov., 2015",2015/11,"Broward County, FL",12011,10,26.1598074,-80.4623642
2051,"Oct., 2016",2016/10,"Broward County, FL",12011,10,26.1598074,-80.4623642
2101,"Dec., 2016",2016/12,"Broward County, FL",12011,10,26.1598074,-80.4623642
1121,"Jul., 2012",2012/07,"Camden County, NJ",34007,11,39.8014709,-74.968553
12,"Jan., 2007",2007/01,"Clark County, NV",32003,13,36.13440979,-115.0472645
31,"Feb., 2007",2007/02,"Clark County, NV",32003,11,36.13440979,-115.0472645
84,"May, 2007",2007/05,"Clark County, NV",32003,10,36.13440979,-115.0472645
106,"Jun., 2007",2007/06,"Clark County, NV",32003,11,36.13440979,-115.0472645
129,"Jul., 2007",2007/07,"Clark County, NV",32003,16,36.13440979,-115.0472645
154,"Aug., 2007",2007/08,"Clark County, NV",32003,12,36.13440979,-115.0472645
218,"Nov., 2007",2007/11,"Clark County, NV",32003,10,36.13440979,-115.0472645
302,"Apr., 2008",2008/04,"Clark County, NV",32003,10,36.13440979,-115.0472645
345,"Jun., 2008",2008/06,"Clark County, NV",32003,13,36.13440979,-115.0472645
365,"Jul., 2008",2008/07,"Clark County, NV",32003,10,36.13440979,-115.0472645
477,"Jan., 2009",2009/01,"Clark County, NV",32003,17,36.13440979,-115.0472645
488,"Feb., 2009",2009/02,"Clark County, NV",32003,10,36.13440979,-115.0472645
605,"Sep., 2009",2009/09,"Clark County, NV",32003,12,36.13440979,-115.0472645
665,"Jan., 2010",2010/01,"Clark County, NV",32003,15,36.13440979,-115.0472645
750,"Jul., 2010",2010/07,"Clark County, NV",32003,10,36.13440979,-115.0472645
771,"Aug., 2010",2010/08,"Clark County, NV",32003,10,36.13440979,-115.0472645
1067,"Apr., 2012",2012/04,"Clark County, NV",32003,10,36.13440979,-115.0472645
1193,"Nov., 2012",2012/11,"Clark County, NV",32003,13,36.13440979,-115.0472645
1450,"Apr., 2014",2014/04,"Clark County, NV",32003,10,36.13440979,-115.0472645
1466,"May, 2014",2014/05,"Clark County, NV",32003,11,36.13440979,-115.0472645
1501,"Jul., 2014",2014/07,"Clark County, NV",32003,15,36.13440979,-115.0472645
1531,"Sep., 2014",2014/09,"Clark County, NV",32003,10,36.13440979,-115.0472645
1663,"May, 2015",2015/05,"Clark County, NV",32003,10,36.13440979,-115.0472645
1715,"Jul., 2015",2015/07,"Clark County, NV",32003,11,36.13440979,-115.0472645
1743,"Aug., 2015",2015/08,"Clark County, NV",32003,17,36.13440979,-115.0472645
1764,"Sep., 2015",2015/09,"Clark County, NV",32003,11,36.13440979,-115.0472645
1816,"Nov., 2015",2015/11,"Clark County, NV",32003,14,36.13440979,-115.0472645
1835,"Dec., 2015",2015/12,"Clark County, NV",32003,16,36.13440979,-115.0472645
1856,"Jan., 2016",2016/01,"Clark County, NV",32003,10,36.13440979,-115.0472645
1869,"Feb., 2016",2016/02,"Clark County, NV",32003,13,36.13440979,-115.0472645
1906,"Apr., 2016",2016/04,"Clark County, NV",32003,20,36.13440979,-115.0472645
1954,"Jun., 2016",2016/06,"Clark County, NV",32003,15,36.13440979,-115.0472645
2009,"Aug., 2016",2016/08,"Clark County, NV",32003,12,36.13440979,-115.0472645
2036,"Sep., 2016",2016/09,"Clark County, NV",32003,10,36.13440979,-115.0472645
2061,"Oct., 2016",2016/10,"Clark County, NV",32003,13,36.13440979,-115.0472645
2089,"Nov., 2016",2016/11,"Clark County, NV",32003,13,36.13440979,-115.0472645
184,"Oct., 2007",2007/10,"Contra Costa County, CA",6013,10,37.9034806,-121.9175345
226,"Dec., 2007",2007/12,"Contra Costa County, CA",6013,19,37.9034806,-121.9175345
375,"Aug., 2008",2008/08,"Contra Costa County, CA",6013,11,37.9034806,-121.9175345
560,"Jul., 2009",2009/07,"Contra Costa County, CA",6013,13,37.9034806,-121.9175345
581,"Aug., 2009",2009/08,"Contra Costa County, CA",6013,10,37.9034806,-121.9175345
865,"Mar., 2011",2011/03,"Contra Costa County, CA",6013,10,37.9034806,-121.9175345
926,"Jul., 2011",2011/07,"Contra Costa County, CA",6013,11,37.9034806,-121.9175345
1674,"Jun., 2015",2015/06,"Contra Costa County, CA",6013,12,37.9034806,-121.9175345
7,"Jan., 2007",2007/01,"Cook County, IL",17031,21,41.8197385,-87.756525
26,"Feb., 2007",2007/02,"Cook County, IL",17031,24,41.8197385,-87.756525
42,"Mar., 2007",2007/03,"Cook County, IL",17031,41,41.8197385,-87.756525
59,"Apr., 2007",2007/04,"Cook County, IL",17031,28,41.8197385,-87.756525
79,"May, 2007",2007/05,"Cook County, IL",17031,33,41.8197385,-87.756525
102,"Jun., 2007",2007/06,"Cook County, IL",17031,52,41.8197385,-87.756525
122,"Jul., 2007",2007/07,"Cook County, IL",17031,36,41.8197385,-87.756525
148,"Aug., 2007",2007/08,"Cook County, IL",17031,50,41.8197385,-87.756525
169,"Sep., 2007",2007/09,"Cook County, IL",17031,47,41.8197385,-87.756525
189,"Oct., 2007",2007/10,"Cook County, IL",17031,38,41.8197385,-87.756525
212,"Nov., 2007",2007/11,"Cook County, IL",17031,30,41.8197385,-87.756525
230,"Dec., 2007",2007/12,"Cook County, IL",17031,27,41.8197385,-87.756525
249,"Jan., 2008",2008/01,"Cook County, IL",17031,30,41.8197385,-87.756525
265,"Feb., 2008",2008/02,"Cook County, IL",17031,25,41.8197385,-87.756525
279,"Mar., 2008",2008/03,"Cook County, IL",17031,39,41.8197385,-87.756525
295,"Apr., 2008",2008/04,"Cook County, IL",17031,41,41.8197385,-87.756525
318,"May, 2008",2008/05,"Cook County, IL",17031,45,41.8197385,-87.756525
338,"Jun., 2008",2008/06,"Cook County, IL",17031,59,41.8197385,-87.756525
360,"Jul., 2008",2008/07,"Cook County, IL",17031,53,41.8197385,-87.756525
379,"Aug., 2008",2008/08,"Cook County, IL",17031,55,41.8197385,-87.756525
399,"Sep., 2008",2008/09,"Cook County, IL",17031,60,41.8197385,-87.756525
422,"Oct., 2008",2008/10,"Cook County, IL",17031,40,41.8197385,-87.756525
441,"Nov., 2008",2008/11,"Cook County, IL",17031,40,41.8197385,-87.756525
460,"Dec., 2008",2008/12,"Cook County, IL",17031,30,41.8197385,-87.756525
474,"Jan., 2009",2009/01,"Cook County, IL",17031,30,41.8197385,-87.756525
485,"Feb., 2009",2009/02,"Cook County, IL",17031,22,41.8197385,-87.756525
498,"Mar., 2009",2009/03,"Cook County, IL",17031,21,41.8197385,-87.756525
512,"Apr., 2009",2009/04,"Cook County, IL",17031,38,41.8197385,-87.756525
530,"May, 2009",2009/05,"Cook County, IL",17031,51,41.8197385,-87.756525
547,"Jun., 2009",2009/06,"Cook County, IL",17031,47,41.8197385,-87.756525
567,"Jul., 2009",2009/07,"Cook County, IL",17031,52,41.8197385,-87.756525
586,"Aug., 2009",2009/08,"Cook County, IL",17031,47,41.8197385,-87.756525
601,"Sep., 2009",2009/09,"Cook County, IL",17031,42,41.8197385,-87.756525
616,"Oct., 2009",2009/10,"Cook County, IL",17031,39,41.8197385,-87.756525
631,"Nov., 2009",2009/11,"Cook County, IL",17031,38,41.8197385,-87.756525
646,"Dec., 2009",2009/12,"Cook County, IL",17031,42,41.8197385,-87.756525
660,"Jan., 2010",2010/01,"Cook County, IL",17031,23,41.8197385,-87.756525
670,"Feb., 2010",2010/02,"Cook County, IL",17031,15,41.8197385,-87.756525
682,"Mar., 2010",2010/03,"Cook County, IL",17031,31,41.8197385,-87.756525
699,"Apr., 2010",2010/04,"Cook County, IL",17031,45,41.8197385,-87.756525
716,"May, 2010",2010/05,"Cook County, IL",17031,54,41.8197385,-87.756525
730,"Jun., 2010",2010/06,"Cook County, IL",17031,53,41.8197385,-87.756525
745,"Jul., 2010",2010/07,"Cook County, IL",17031,46,41.8197385,-87.756525
766,"Aug., 2010",2010/08,"Cook County, IL",17031,62,41.8197385,-87.756525
784,"Sep., 2010",2010/09,"Cook County, IL",17031,36,41.8197385,-87.756525
800,"Oct., 2010",2010/10,"Cook County, IL",17031,39,41.8197385,-87.756525
814,"Nov., 2010",2010/11,"Cook County, IL",17031,36,41.8197385,-87.756525
830,"Dec., 2010",2010/12,"Cook County, IL",17031,29,41.8197385,-87.756525
844,"Jan., 2011",2011/01,"Cook County, IL",17031,25,41.8197385,-87.756525
856,"Feb., 2011",2011/02,"Cook County, IL",17031,24,41.8197385,-87.756525
869,"Mar., 2011",2011/03,"Cook County, IL",17031,29,41.8197385,-87.756525
882,"Apr., 2011",2011/04,"Cook County, IL",17031,31,41.8197385,-87.756525
898,"May, 2011",2011/05,"Cook County, IL",17031,39,41.8197385,-87.756525
914,"Jun., 2011",2011/06,"Cook County, IL",17031,42,41.8197385,-87.756525
930,"Jul., 2011",2011/07,"Cook County, IL",17031,65,41.8197385,-87.756525
946,"Aug., 2011",2011/08,"Cook County, IL",17031,33,41.8197385,-87.756525
964,"Sep., 2011",2011/09,"Cook County, IL",17031,45,41.8197385,-87.756525
984,"Oct., 2011",2011/10,"Cook County, IL",17031,46,41.8197385,-87.756525
997,"Nov., 2011",2011/11,"Cook County, IL",17031,44,41.8197385,-87.756525
1009,"Dec., 2011",2011/12,"Cook County, IL",17031,38,41.8197385,-87.756525
1023,"Jan., 2012",2012/01,"Cook County, IL",17031,38,41.8197385,-87.756525
1037,"Feb., 2012",2012/02,"Cook County, IL",17031,33,41.8197385,-87.756525
1052,"Mar., 2012",2012/03,"Cook County, IL",17031,47,41.8197385,-87.756525
1063,"Apr., 2012",2012/04,"Cook County, IL",17031,40,41.8197385,-87.756525
1080,"May, 2012",2012/05,"Cook County, IL",17031,50,41.8197385,-87.756525
1099,"Jun., 2012",2012/06,"Cook County, IL",17031,49,41.8197385,-87.756525
1115,"Jul., 2012",2012/07,"Cook County, IL",17031,54,41.8197385,-87.756525
1135,"Aug., 2012",2012/08,"Cook County, IL",17031,50,41.8197385,-87.756525
1156,"Sep., 2012",2012/09,"Cook County, IL",17031,44,41.8197385,-87.756525
1174,"Oct., 2012",2012/10,"Cook County, IL",17031,41,41.8197385,-87.756525
1189,"Nov., 2012",2012/11,"Cook County, IL",17031,48,41.8197385,-87.756525
1206,"Dec., 2012",2012/12,"Cook County, IL",17031,27,41.8197385,-87.756525
1218,"Jan., 2013",2013/01,"Cook County, IL",17031,47,41.8197385,-87.756525
1233,"Feb., 2013",2013/02,"Cook County, IL",17031,17,41.8197385,-87.756525
1248,"Mar., 2013",2013/03,"Cook County, IL",17031,20,41.8197385,-87.756525
1263,"Apr., 2013",2013/04,"Cook County, IL",17031,25,41.8197385,-87.756525
1277,"May, 2013",2013/05,"Cook County, IL",17031,48,41.8197385,-87.756525
1291,"Jun., 2013",2013/06,"Cook County, IL",17031,43,41.8197385,-87.756525
1309,"Jul., 2013",2013/07,"Cook County, IL",17031,54,41.8197385,-87.756525
1329,"Aug., 2013",2013/08,"Cook County, IL",17031,46,41.8197385,-87.756525
1346,"Sep., 2013",2013/09,"Cook County, IL",17031,37,41.8197385,-87.756525
1363,"Oct., 2013",2013/10,"Cook County, IL",17031,39,41.8197385,-87.756525
1380,"Nov., 2013",2013/11,"Cook County, IL",17031,30,41.8197385,-87.756525
1397,"Dec., 2013",2013/12,"Cook County, IL",17031,46,41.8197385,-87.756525
1412,"Jan., 2014",2014/01,"Cook County, IL",17031,23,41.8197385,-87.756525
1423,"Feb., 2014",2014/02,"Cook County, IL",17031,25,41.8197385,-87.756525
1435,"Mar., 2014",2014/03,"Cook County, IL",17031,20,41.8197385,-87.756525
1446,"Apr., 2014",2014/04,"Cook County, IL",17031,36,41.8197385,-87.756525
1461,"May, 2014",2014/05,"Cook County, IL",17031,46,41.8197385,-87.756525
1481,"Jun., 2014",2014/06,"Cook County, IL",17031,40,41.8197385,-87.756525
1498,"Jul., 2014",2014/07,"Cook County, IL",17031,49,41.8197385,-87.756525
1510,"Aug., 2014",2014/08,"Cook County, IL",17031,55,41.8197385,-87.756525
1526,"Sep., 2014",2014/09,"Cook County, IL",17031,43,41.8197385,-87.756525
1542,"Oct., 2014",2014/10,"Cook County, IL",17031,43,41.8197385,-87.756525
1559,"Nov., 2014",2014/11,"Cook County, IL",17031,45,41.8197385,-87.756525
1574,"Dec., 2014",2014/12,"Cook County, IL",17031,46,41.8197385,-87.756525
